Oppdrag_ID,110_ID,Oppdragstype,Opprinnelig_oppdragstype,v3_kat
2935062,B06-250213-183,Oppdrag løst av 110,Trafikkulykke,L-hendelse
2935080,B06-250213-184,Oppdrag løst av 110,,L-ukjent
2935073,B06-250213-186,Oppdrag løst av 110,,L-ukjent
2935085,B06-250213-187,Service,,S
2935175,B06-250213-188,Nødanrop feilring,,F
2935126,B06-250213-189,Oppdrag løst av 110,ABA,L-hendelse
2935140,B06-250213-192,Bålbrenning varslet,,L-ukjent
2935136,B06-250213-193,Oppdrag løst av 110,,L-ukjent
2935165,B06-250213-194,Oppdrag løst av 110,,L-ukjent
2935192,B06-250213-195,Oppdrag løst av 110,,L-ukjent
2935171,B06-250213-196,Oppdrag løst av 110,,L-ukjent
2935218,B06-250213-197,Brann i skorstein,,D-pri1
2935235,B06-250213-200,Oppdrag løst av 110,ABA,L-aba
2935253,B06-250213-202,Oppdrag løst av 110,,L-ukjent
2935263,B06-250213-203,Oppdrag løst av 110,,L-ukjent
2935321,B06-250213-205,Oppdrag løst av 110,,L-ukjent
2935336,B06-250213-206,Trafikkulykke,,D-pri1
2935346,B06-250213-207,Oppdrag løst av 110,,L-ukjent
2935353,B06-250213-208,Nødanrop feilring,,F
2935363,B06-250213-209,Oppdrag løst av 110,,L-ukjent
2935360,B06-250213-210,Avbrutt utrykning alarm,ABA,D-aba
2935361,B06-250213-211,Oppdrag løst av 110,Brann i gress/lyng,L-hendelse
2935365,B06-250213-213,Oppdrag løst av 110,,L-ukjent
2935382,B06-250213-216,Nødanrop feilring,,F
2935385,B06-250213-217,Oppdrag løst av 110,,L-ukjent
2935386,B06-250213-218,Oppdrag løst av 110,,L-ukjent
2935414,B06-250213-219,Oppdrag løst av 110,,L-ukjent
2935416,B06-250213-220,Service,,S
2935440,B06-250213-221,Brann i bygning,Brann i bygning,D-pri1
2935450,B06-250213-223,ECall feil bruk,eCall,F
2935469,B06-250213-225,Bålbrenning varslet,,L-ukjent
2935478,B06-250213-227,Service,,S
2935487,B06-250213-228,Oppdrag løst av 110,,L-ukjent
2935482,B06-250213-229,Service,,S
2935512,B06-250213-230,Oppdrag løst av 110,,L-ukjent
2935511,B06-250213-231,Oppdrag løst av 110,,L-ukjent
2935518,B06-250213-232,Service,,S
2935532,B06-250213-234,Oppdrag løst av 110,,L-ukjent
2935529,B06-250213-235,Service,,S
2935523,B06-250213-236,Oppdrag løst av 110,ABA,L-hendelse
2935524,B06-250213-237,Service,,S
2935533,B06-250213-239,Oppdrag løst av 110,,L-ukjent
2935542,B06-250213-241,Helseoppdrag bære/løfte,,D-pri1
2935554,B06-250213-242,ECall feil bruk,eCall,F
2935557,B06-250213-243,ECall feil bruk,,F
2935616,B06-250213-244,Oppdrag løst av 110,,L-ukjent
2935619,B06-250213-245,Oppdrag løst av 110,,L-ukjent
2935577,B06-250213-246,Ikke reell nødmelding,,F
2935576,B06-250213-247,Trafikkulykke,,D-pri1
2935591,B06-250213-248,Oppdrag løst av 110,,L-ukjent
2935590,B06-250213-249,ABA teknisk feil,,D-pri1
2935608,B06-250213-252,Oppdrag løst av 110,,L-ukjent
2935648,B06-250213-253,Ikke reell nødmelding,,F
2935641,B06-250213-254,Ikke reell nødmelding,,F
2935655,B06-250213-255,Brann i skorstein,,D-pri1
2935811,B06-250213-256,Oppdrag løst av 110,,L-ukjent
2935687,B06-250213-257,Ikke reell nødmelding,,F
2935686,B06-250213-258,Oppdrag løst av 110,,L-ukjent
2935690,B06-250213-259,Ikke reell nødmelding,,F
2935691,B06-250213-260,Nødanrop 112 viderekoble,,V
2935697,B06-250213-261,Ikke reell nødmelding,,F
2935695,B06-250213-262,Oppdrag løst av 110,,L-ukjent
2935700,B06-250213-264,Oppdrag løst av 110,,L-ukjent
2935701,B06-250213-265,Oppdrag løst av 110,,L-ukjent
2935713,B06-250213-266,Oppdrag løst av 110,,L-ukjent
2935722,B06-250213-268,Oppdrag løst av 110,,L-ukjent
2935736,B06-250213-269,Ikke reell nødmelding,,F
2935737,B06-250213-270,Ikke reell nødmelding,,F
2935812,B06-250214-1,Oppdrag løst av 110,,L-ukjent
2935768,B06-250214-2,RVR uten foregående innsats,,D-pri1
2935787,B06-250214-3,Oppdrag løst av 110,,L-ukjent
2935792,B06-250214-4,Oppdrag løst av 110,,L-ukjent
2935791,B06-250214-5,Oppdrag løst av 110,,L-ukjent
2935816,B06-250214-7,Oppdrag løst av 110,,L-ukjent
2935818,B06-250214-8,Oppdrag løst av 110,,L-ukjent
2935821,B06-250214-9,Service,,S
2935827,B06-250214-10,Service,,S
2935834,B06-250214-11,Service,,S
2935835,B06-250214-12,Service,,S
2935838,B06-250214-13,Service,,S
2935841,B06-250214-14,Service,,S
2935845,B06-250214-15,Service,,S
2935851,B06-250214-16,Service,,S
2935847,B06-250214-17,Service,,S
2935849,B06-250214-19,Service,,S
2935850,B06-250214-21,Service,,S
2935846,B06-250214-22,Service,,S
2935854,B06-250214-23,Nødanrop feilring,,F
2936808,B06-250214-24,Service,,S
2935989,B06-250214-25,Service,,S
2935855,B06-250214-26,Service,,S
2935892,B06-250214-27,Oppdrag løst av 110,,L-ukjent
2935891,B06-250214-28,Oppdrag løst av 110,,L-ukjent
2935859,B06-250214-29,Service,,S
2935858,B06-250214-30,Service,,S
2935875,B06-250214-33,Service,,S
2935888,B06-250214-35,Service,,S
2935889,B06-250214-36,Service,,S
2935913,B06-250214-41,Oppdrag løst av 110,ABA,L-hendelse
2935918,B06-250214-42,Service,,S
2935924,B06-250214-43,Service,,S
2935944,B06-250214-47,Service,,S
2935959,B06-250214-48,Service,,S
2936008,B06-250214-54,Service,,S
2936015,B06-250214-55,Service,,S
2936024,B06-250214-58,Service,,S
2936044,B06-250214-59,Service,,S
2936048,B06-250214-61,Oppdrag løst av 110,,L-ukjent
2936057,B06-250214-62,Nødanrop feilring,,F
2936064,B06-250214-63,Service,,S
2936066,B06-250214-64,Service,,S
2936070,B06-250214-65,Service,,S
2936093,B06-250214-66,Service,,S
2936084,B06-250214-67,Service,,S
2936091,B06-250214-68,Service,,S
2936108,B06-250214-70,Service,,S
2936143,B06-250214-72,Service,,S
2936454,B06-250214-74,Service,,S
2936151,B06-250214-75,Service,,S
2936168,B06-250214-79,Service,,S
2936172,B06-250214-80,Service,,S
2936185,B06-250214-81,Oppdrag løst av 110,ABA,L-hendelse
2936191,B06-250214-82,Service,,S
2936192,B06-250214-83,Service,,S
2936198,B06-250214-84,Service,,S
2936197,B06-250214-85,Brann annet,,D-pri1
2936208,B06-250214-86,Oppdrag løst av 110,,L-ukjent
2936217,B06-250214-87,Service,,S
2936210,B06-250214-88,Service,,S
2936224,B06-250214-89,Oppdrag løst av 110,ABA,L-aba
2936230,B06-250214-90,Service,,S
2936288,B06-250214-92,Service,,S
2936621,B06-250214-93,Service,,S
2936243,B06-250214-94,Service,,S
2936244,B06-250214-95,Service,,S
2936270,B06-250214-96,Service,,S
2936269,B06-250214-97,Service,,S
2936263,B06-250214-98,Avbrutt utrykning alarm,ABA,D-aba
2936620,B06-250214-99,Service,,S
2936280,B06-250214-101,Service,,S
2936287,B06-250214-103,Avbrutt utrykning samtale,ABA,D-pri1
2936455,B06-250214-104,Service,,S
2936453,B06-250214-105,Service,,S
2936290,B06-250214-106,Service,,S
2936292,B06-250214-107,Service,,S
2936291,B06-250214-108,Service,,S
2936294,B06-250214-110,Service,,S
2936317,B06-250214-113,Service,,S
2936313,B06-250214-114,Oppdrag løst av 110,ABA,L-aba
2936319,B06-250214-116,Service,,S
2936322,B06-250214-117,Service,,S
2936332,B06-250214-119,Service,,S
2936342,B06-250214-121,Oppdrag løst av 110,,L-ukjent
2936339,B06-250214-122,Service,,S
2936346,B06-250214-123,Service,,S
2936349,B06-250214-124,Service,,S
2936363,B06-250214-125,Service,,S
2936373,B06-250214-126,Service,,S
2936374,B06-250214-127,Service,,S
2936376,B06-250214-128,Service,,S
2936381,B06-250214-129,Service,,S
2936387,B06-250214-130,Service,,S
2936382,B06-250214-131,Service,Heisalarm,S
2936386,B06-250214-132,Unødig kontroll av melding,Brann i bygning,D-pri1
2936400,B06-250214-133,Service,,S
2936407,B06-250214-134,Service,,S
2936410,B06-250214-135,Nødanrop feilring,,F
2936411,B06-250214-136,Service,,S
2936413,B06-250214-137,Oppdrag løst av 110,,L-ukjent
2936415,B06-250214-138,Service,,S
2936427,B06-250214-139,Service,,S
2936431,B06-250214-140,Oppdrag viderevarslet andre,,D-pri1
2936443,B06-250214-141,Oppdrag løst av 110,Brann annet,L-hendelse
2936441,B06-250214-142,Service,,S
2936449,B06-250214-144,Service,,S
2936451,B06-250214-145,Service,,S
2936569,B06-250214-146,Service,,S
2936456,B06-250214-148,Oppdrag løst av 110,ABA,L-aba
2936619,B06-250214-149,Service,,S
2936470,B06-250214-150,Service,,S
2936475,B06-250214-151,Service,,S
2936479,B06-250214-152,Service,,S
2936510,B06-250214-153,Service,,S
2936509,B06-250214-154,Service,,S
2936525,B06-250214-157,Service,,S
2936524,B06-250214-158,Unødig kontroll av melding,,D-pri1
2936532,B06-250214-159,Service,,S
2936570,B06-250214-160,Service,,S
2936563,B06-250214-161,Service,,S
2936536,B06-250214-162,Service,,S
2936554,B06-250214-163,Service,,S
2936565,B06-250214-164,Service,,S
2936559,B06-250214-165,Brann i bygning,ABA,D-aba
2936566,B06-250214-166,Service,,S
2936567,B06-250214-167,Oppdrag viderevarslet andre,,V
2936626,B06-250214-168,Service,,S
2936576,B06-250214-170,Oppdrag løst av 110,ABA,L-aba
2936617,B06-250214-172,Oppdrag løst av 110,,L-ukjent
2936584,B06-250214-173,Service,,S
2936607,B06-250214-174,Service,,S
2936597,B06-250214-176,Service,,S
2936594,B06-250214-177,Trafikkulykke,Trafikkulykke,D-pri1
2936591,B06-250214-179,Service,,S
2936804,B06-250214-180,Service,,S
2936806,B06-250214-181,Service,,S
2936615,B06-250214-182,Service,,S
2936608,B06-250214-183,Oppdrag løst av 110,ABA,L-aba
2936623,B06-250214-185,Service,,S
2936616,B06-250214-186,Service,,S
2936677,B06-250214-190,Oppdrag løst av 110,,L-ukjent
2936678,B06-250214-191,Service,,S
2936712,B06-250214-192,Service,,S
2936737,B06-250214-195,Service,,S
2936750,B06-250214-196,Service,,S
2936805,B06-250214-197,Service,,S
2936905,B06-250214-198,Service,,S
2936755,B06-250214-199,Bålbrenning varslet,,L-ukjent
2936758,B06-250214-200,Ikke reell nødmelding,,F
2936765,B06-250214-203,Service,,S
2936768,B06-250214-204,Oppdrag løst av 110,,L-ukjent
2936777,B06-250214-207,Service,,S
2936781,B06-250214-208,Service,,S
2936795,B06-250214-209,Service,,S
2936790,B06-250214-210,Service,,S
2936815,B06-250214-211,Service,,S
2936818,B06-250214-212,Ikke reell nødmelding,,F
2936829,B06-250214-213,Service,,S
2936821,B06-250214-214,Oppdrag løst av 110,,L-ukjent
2936827,B06-250214-215,Oppdrag løst av 110,,L-ukjent
2936830,B06-250214-216,Trafikkulykke,Trafikkulykke,D-pri1
2936835,B06-250214-217,Service,,S
2936848,B06-250214-218,Service,,S
2936838,B06-250214-219,Oppdrag løst av 110,ABA,L-aba
2936852,B06-250214-220,Service,,S
2936846,B06-250214-221,Oppdrag løst av 110,ABA,L-aba
2936854,B06-250214-224,Oppdrag løst av 110,ABA,L-aba
2936913,B06-250214-226,Service,,S
2936879,B06-250214-227,Bålbrenning varslet,,L-ukjent
2936886,B06-250214-228,Oppdrag løst av 110,ABA,L-hendelse
2936902,B06-250214-229,ABA teknisk feil,ABA,D-aba
2936911,B06-250214-230,Oppdrag løst av 110,,L-ukjent
2936917,B06-250214-231,Service,,S
2936935,B06-250214-233,Oppdrag løst av 110,,L-ukjent
2936937,B06-250214-234,Oppdrag løst av 110,Brann annet,L-hendelse
2936942,B06-250214-235,Avbrutt utrykning samtale,,D-pri1
2936973,B06-250214-237,Oppdrag løst av 110,,L-ukjent
2936958,B06-250214-239,Oppdrag løst av 110,,L-ukjent
2936971,B06-250214-240,Unødig kontroll av melding,Brann i skorstein,D-pri1
2936972,B06-250214-241,Oppdrag løst av 110,ABA,L-hendelse
2936974,B06-250214-242,Oppdrag løst av 110,,L-ukjent
2937049,B06-250214-243,Oppdrag løst av 110,,L-ukjent
2937003,B06-250214-244,Service,,S
2937000,B06-250214-245,Oppdrag løst av 110,,L-ukjent
2937009,B06-250214-246,Oppdrag løst av 110,,L-ukjent
2937040,B06-250214-247,Service,,S
2937018,B06-250214-248,Oppdrag løst av 110,Brann annet,L-hendelse
2937041,B06-250214-249,Service,,S
2937025,B06-250214-250,Oppdrag løst av 110,,L-ukjent
2937028,B06-250214-251,Unødig kontroll av melding,Brann i skorstein,D-pri1
2937048,B06-250214-252,Oppdrag løst av 110,,L-ukjent
2937034,B06-250214-253,Oppdrag løst av 110,Trafikkulykke,L-hendelse
2937035,B06-250214-254,ABA matlaging,ABA,D-aba
2937044,B06-250214-257,Oppdrag løst av 110,,L-ukjent
2937051,B06-250214-258,Oppdrag løst av 110,,L-ukjent
2937047,B06-250214-259,Oppdrag løst av 110,,L-ukjent
2937082,B06-250214-260,Helseoppdrag annet,Helseoppdrag - Akutt,D-pri1
2937085,B06-250214-261,Trafikkulykke,,D-pri1
2937103,B06-250214-262,Brannhindrende annet i bygg,,D-pri1
2937108,B06-250214-263,Helseoppdrag annet,Helseoppdrag - Akutt,D-pri1
2937116,B06-250214-264,Oppdrag løst av 110,,L-ukjent
2937148,B06-250214-266,Oppdrag løst av 110,,L-ukjent
2937177,B06-250214-269,ECall teknisk/ukjent,,F
2937185,B06-250214-270,Oppdrag løst av 110,,L-ukjent
2937203,B06-250214-271,Oppdrag løst av 110,Brann annet,L-hendelse
2937209,B06-250214-272,Ikke reell nødmelding,,F
2937208,B06-250214-273,ABA ukjent,,D-pri1
2937213,B06-250214-275,Oppdrag løst av 110,ABA,L-aba
2937217,B06-250214-276,Oppdrag løst av 110,,L-ukjent
2937218,B06-250214-277,Oppdrag løst av 110,,L-ukjent
2937222,B06-250214-278,Oppdrag viderevarslet andre,Andre oppdrag/assistanse,V
2937223,B06-250214-279,Oppdrag løst av 110,,L-ukjent
2937233,B06-250214-280,Oppdrag løst av 110,,L-ukjent
2937246,B06-250214-281,Brann i søppelkasse,Brann annet,D-pri1
2937248,B06-250214-282,Brann i skorstein,,D-pri1
2937253,B06-250215-1,Oppdrag løst av 110,,L-ukjent
2937263,B06-250215-2,ABA manuell melder,ABA,D-aba
2937276,B06-250215-3,Oppdrag løst av 110,ABA,L-hendelse
2937278,B06-250215-4,Oppdrag løst av 110,,L-ukjent
2937288,B06-250215-5,Oppdrag løst av 110,,L-ukjent
2937290,B06-250215-6,Oppdrag løst av 110,,L-ukjent
2937291,B06-250215-7,Nødanrop 113 viderekoble,,V
2937296,B06-250215-8,Oppdrag løst av 110,,L-ukjent
2937314,B06-250215-9,RVR uten foregående innsats,,D-pri1
2937327,B06-250215-10,Oppdrag løst av 110,,L-ukjent
2937330,B06-250215-11,Oppdrag løst av 110,,L-ukjent
2937331,B06-250215-12,Oppdrag løst av 110,Andre oppdrag/assistanse,L-hendelse
2937366,B06-250215-13,Trafikkulykke,Trafikkulykke,D-pri1
2937367,B06-250215-14,Oppdrag løst av 110,ABA,L-aba
2937373,B06-250215-17,Nødanrop feilring,,F
2937378,B06-250215-18,Oppdrag løst av 110,ABA,L-hendelse
2937393,B06-250215-19,ABA vanndamp,ABA,D-aba
2937394,B06-250215-20,Trafikkulykke,Trafikkulykke,D-pri1
2937395,B06-250215-21,Oppdrag løst av 110,,L-ukjent
2937398,B06-250215-22,Oppdrag løst av 110,,L-ukjent
2937412,B06-250215-24,Oppdrag løst av 110,ABA,L-aba
2937428,B06-250215-26,Ikke reell nødmelding,,F
2937445,B06-250215-27,Oppdrag løst av 110,,L-ukjent
2937458,B06-250215-28,Service,,S
2937460,B06-250215-29,ECall feil bruk,eCall,F
2937480,B06-250215-30,Service,Test,S
2937489,B06-250215-31,Service,,S
2937508,B06-250215-34,Service,,S
2937543,B06-250215-35,Oppdrag løst av 110,,L-ukjent
2937533,B06-250215-36,Oppdrag løst av 110,ABA,L-hendelse
2937534,B06-250215-37,Oppdrag løst av 110,Andre oppdrag/assistanse,L-hendelse
2937537,B06-250215-38,Oppdrag løst av 110,ABA,L-aba
2937544,B06-250215-39,Brann i skog- eller utmark,Brann i gress/lyng,D-pri1
2937684,B06-250215-40,Oppdrag løst av 110,,L-ukjent
2937584,B06-250215-42,Nødanrop feilring,,F
2937595,B06-250215-43,Nødanrop feilring,,F
2937592,B06-250215-44,Service,,S
2937685,B06-250215-47,Oppdrag løst av 110,,L-ukjent
2937600,B06-250215-48,Service,,S
2937612,B06-250215-49,Oppdrag løst av 110,Brann annet,L-hendelse
2937625,B06-250215-50,Ikke reell nødmelding,,F
2937639,B06-250215-51,Oppdrag løst av 110,ABA,L-hendelse
2937659,B06-250215-52,ABA vanndamp,ABA,D-aba
2937662,B06-250215-53,Nødanrop feilring,,F
2937672,B06-250215-55,Oppdrag løst av 110,ABA,L-aba
2937708,B06-250215-59,Trafikkulykke,Trafikkulykke,D-pri1
2937712,B06-250215-60,Nødanrop feilring,,F
2937713,B06-250215-62,Nødanrop feilring,Henvendelse uten respons,F
2937720,B06-250215-63,Service,,S
2937724,B06-250215-64,Oppdrag løst av 110,Brann i gress/lyng,L-hendelse
2937753,B06-250215-67,ECall feil bruk,eCall,F
2937760,B06-250215-69,Service,,S
2937758,B06-250215-70,Nødanrop feilring,,F
2937764,B06-250215-71,Nødanrop feilring,Henvendelse uten respons,F
2937768,B06-250215-72,Nødanrop feilring,,F
2937777,B06-250215-73,Brannhindrende tiltak komfyr,Røykvarsler,D-pri1
2937783,B06-250215-74,Oppdrag viderevarslet andre,Andre oppdrag/assistanse,V
2937823,B06-250215-75,Ikke reell nødmelding,Andre oppdrag/assistanse,F
2937826,B06-250215-76,Nødanrop feilring,,F
2937827,B06-250215-77,ABA matlaging,ABA,D-aba
2937834,B06-250215-78,Oppdrag løst av 110,Heisalarm,L-hendelse
2937844,B06-250215-79,Oppdrag løst av 110,ABA,L-aba
2937849,B06-250215-81,Brann i skorstein,Brann i skorstein,D-pri1
2937859,B06-250215-82,Oppdrag løst av 110,ABA,L-aba
2937867,B06-250215-84,Oppdrag løst av 110,,L-ukjent
2937866,B06-250215-85,Trafikkulykke,Trafikkulykke,D-pri1
2937890,B06-250215-87,Oppdrag løst av 110,ABA,L-hendelse
2937891,B06-250215-88,Unødig kontroll av melding,Brann i skorstein,D-pri1
2937901,B06-250215-89,Service,,S
2937920,B06-250215-90,Nødanrop feilring,,F
2937929,B06-250215-91,Oppdrag løst av 110,,L-ukjent
2937940,B06-250215-94,Berging av verdier,Andre oppdrag/assistanse,D-pri1
2937971,B06-250215-96,Oppdrag løst av 110,ABA,L-hendelse
2937981,B06-250215-97,Oppdrag løst av 110,ABA,L-aba
2937998,B06-250215-99,Service,,S
2937999,B06-250215-100,Oppdrag løst av 110,,L-ukjent
2938012,B06-250215-101,Ikke reell nødmelding,,F
2938056,B06-250215-102,Ikke reell nødmelding,,F
2938053,B06-250215-103,Oppdrag løst av 110,Andre oppdrag/assistanse,L-hendelse
2938063,B06-250215-104,Oppdrag løst av 110,,L-ukjent
2938062,B06-250215-105,Nødanrop feilring,,F
2938070,B06-250215-107,Ikke reell nødmelding,,F
2938074,B06-250215-108,Oppdrag løst av 110,,L-ukjent
2938090,B06-250215-109,Oppdrag løst av 110,,L-ukjent
2938091,B06-250215-110,Oppdrag løst av 110,ABA,L-aba
2938095,B06-250215-111,Helseoppdrag annet,Helseoppdrag - Akutt,D-pri1
2938188,B06-250215-113,Oppdrag løst av 110,,L-ukjent
2938100,B06-250215-115,Brann i skog- eller utmark,,D-pri1
2938103,B06-250215-116,Oppdrag løst av 110,Helseoppdrag - Akutt,D-pri1
2938172,B06-250215-119,Nødanrop feilring,,F
2938181,B06-250215-120,Nødanrop feilring,,F
2938201,B06-250215-121,Unødig kontroll av melding,,D-pri1
2938206,B06-250215-122,Oppdrag løst av 110,,L-ukjent
2938220,B06-250215-123,Oppdrag løst av 110,,L-ukjent
2938243,B06-250215-124,Nødanrop 112 viderekoble,ABA,V
2938245,B06-250215-125,Oppdrag viderevarslet andre,Andre oppdrag/assistanse,V
2938248,B06-250216-1,Oppdrag løst av 110,,L-ukjent
2938259,B06-250216-2,Oppdrag løst av 110,,L-ukjent
2938260,B06-250216-3,ECall feil bruk,eCall,F
2938263,B06-250216-4,Nødanrop feilring,,F
2938296,B06-250216-5,Oppdrag løst av 110,Andre oppdrag/assistanse,L-hendelse
2938320,B06-250216-6,Oppdrag løst av 110,,L-ukjent
2938322,B06-250216-7,ABA ukjent,ABA,D-aba
2938341,B06-250216-8,Oppdrag løst av 110,,L-ukjent
2938346,B06-250216-9,Oppdrag løst av 110,ABA,L-hendelse
2938356,B06-250216-10,Avbrutt utrykning samtale,Trafikkulykke,D-pri1
2938358,B06-250216-12,Oppdrag viderevarslet andre,Andre oppdrag/assistanse,V
2938390,B06-250216-13,Oppdrag viderevarslet andre,Andre oppdrag/assistanse,V
2938394,B06-250216-14,Service,,S
2938395,B06-250216-15,Ikke reell nødmelding,,F
2938399,B06-250216-16,Service,,S
2938407,B06-250216-17,Teknisk alarm viderevarslet,,V
2938430,B06-250216-18,Service,,S
2938693,B06-250216-19,Nødanrop feilring,,F
2938423,B06-250216-20,Brannhindrende annet utenfor bygg,Brann annet,D-pri1
2938433,B06-250216-21,Oppdrag løst av 110,Andre oppdrag/assistanse,L-hendelse
2938457,B06-250216-22,Oppdrag løst av 110,ABA,L-aba
2938438,B06-250216-24,Service,,S
2938534,B06-250216-25,Oppdrag løst av 110,,L-ukjent
2938442,B06-250216-26,Oppdrag løst av 110,,L-ukjent
2938530,B06-250216-27,Oppdrag løst av 110,,L-ukjent
2938451,B06-250216-28,Oppdrag løst av 110,ABA,L-aba
2938464,B06-250216-30,Oppdrag løst av 110,ABA,L-hendelse
2938533,B06-250216-31,Oppdrag løst av 110,,L-ukjent
2938472,B06-250216-32,Oppdrag løst av 110,Brann annet,L-hendelse
2938531,B06-250216-33,Oppdrag løst av 110,,L-ukjent
2938529,B06-250216-34,Oppdrag løst av 110,,L-ukjent
2938477,B06-250216-36,Oppdrag løst av 110,,L-ukjent
2938481,B06-250216-37,Service,,S
2938488,B06-250216-38,Service,,S
2938508,B06-250216-39,Service,,S
2938537,B06-250216-40,Oppdrag løst av 110,,L-ukjent
2938503,B06-250216-41,Oppdrag løst av 110,ABA,L-hendelse
2938507,B06-250216-42,Oppdrag løst av 110,Andre oppdrag/assistanse,L-hendelse
2938536,B06-250216-43,Oppdrag løst av 110,,L-ukjent
2938538,B06-250216-44,Oppdrag løst av 110,,L-ukjent
2938558,B06-250216-45,Nødanrop feilring,,F
2938694,B06-250216-46,Nødanrop feilring,,F
2938561,B06-250216-47,Service,,S
2938562,B06-250216-48,Service,,S
2938815,B06-250216-49,Oppdrag løst av 110,,L-ukjent
2938584,B06-250216-50,Oppdrag løst av 110,,L-ukjent
2938621,B06-250216-51,Nødanrop feilring,,F
2938608,B06-250216-52,Oppdrag løst av 110,,L-ukjent
2938610,B06-250216-53,Bålbrenning varslet,,L-ukjent
2938625,B06-250216-54,Nødanrop feilring,,F
2938626,B06-250216-55,Nødanrop feilring,,F
2938619,B06-250216-56,Oppdrag løst av 110,,L-ukjent
2938622,B06-250216-57,Oppdrag løst av 110,,L-ukjent
2938624,B06-250216-58,Nødanrop feilring,,F
2938808,B06-250216-59,Service,,S
2938638,B06-250216-61,Ikke reell nødmelding,,F
2938628,B06-250216-60,Helseoppdrag bære/løfte,,D-pri1
2938675,B06-250216-63,Oppdrag løst av 110,,L-ukjent
2938660,B06-250216-64,Oppdrag løst av 110,Brann annet,L-hendelse
2938674,B06-250216-65,Oppdrag løst av 110,,L-ukjent
2938672,B06-250216-66,Ikke reell nødmelding,,F
2938686,B06-250216-67,Avbrutt utrykning alarm,ABA,D-aba
